frame,ms
329,0.039458
330,0.042667
331,0.044875
332,0.0465
333,0.038625
334,0.040916
335,0.042
336,0.04625
337,0.0425
338,0.036625
339,0.051333
340,0.037083
341,0.037916
342,0.039209
343,0.040792
344,0.041791
345,0.033042
346,0.067625
347,0.0455
348,0.039333
349,0.03925
350,0.041333
351,0.044416
352,0.043666
353,0.043
354,0.039
355,0.041708
356,0.035834
357,0.0455
358,0.040458
359,0.0495
360,0.040042
361,0.046375
362,0.05125
363,0.039042
364,0.038667
365,0.035875
366,0.055042
367,0.042292
368,0.06025
369,0.042458
370,0.040167
371,0.037125
372,0.043291
373,0.037459
374,0.045792
375,0.038084
376,0.050583
377,0.061042
378,0.074916
379,0.11925
380,0.353
381,0.221917
382,0.114125
383,0.2625
384,0.0965
385,0.054708
386,0.106
387,0.067792
388,0.086709
389,0.164042
390,0.337375
391,0.098417
392,0.114917
393,0.089541
394,0.039
395,0.1025
396,0.0805
397,0.079375
398,0.051709
399,0.1415
400,0.291333
401,0.050792
402,0.040583
403,0.112125
404,0.229125
405,0.266
406,0.257875
407,0.173958
408,0.226042
409,0.09725
410,0.235
411,0.226459
412,0.062125
413,0.066041
414,0.0495
415,0.075708
416,0.059583
417,0.268042
418,0.064958
419,0.086875
420,0.308417
421,0.072709
422,0.218792
423,0.05925
424,0.09975
425,0.046166
426,0.110667
427,0.093709
428,0.241334
429,0.091875
430,0.22425
431,0.077583
432,0.052417
433,0.085084
434,0.189959
435,0.079792
436,0.074042
437,0.10975
438,0.145584
439,0.152667
440,0.308042
441,0.064375
442,0.159917
443,0.16175
444,0.158208
445,0.205333
446,0.225167
447,0.141042
448,0.275292
449,0.236708
450,0.064916
451,0.124042
452,0.132291
453,0.280875
454,0.316334
455,0.184958
456,0.204416
457,0.06325
458,0.059833
459,0.08825
460,0.045083
461,0.069875
462,0.0465
463,0.095083
464,0.058416
465,0.042875
466,0.067333
467,0.132791
468,0.275125
469,0.056084
470,0.214333
471,0.318959
472,0.289292
473,0.318125
474,0.087042
475,0.043625
476,0.252875
477,0.362792
478,0.325542
479,0.051708
480,0.055792
481,0.073916
482,0.051792
483,0.045542
484,0.064667
485,0.041375
486,0.058042
487,0.048708
488,0.043417
489,0.0445
490,0.045416
491,0.034583
492,0.038083
493,0.040875
494,0.048584
495,0.057625
496,0.188667
497,0.046
498,0.163917
499,0.147209
500,0.081667
501,0.043667
502,0.062458
503,0.045375
504,0.055583
505,0.052541
506,0.045167
507,0.045167
508,0.061209
509,0.04875
510,0.0585
511,0.081708
512,0.03575
513,0.060584
514,0.044458
515,0.194167
516,0.041209
517,0.038875
518,0.064292
519,0.04975
520,0.044792
521,0.038
522,0.039833
523,0.058084
524,0.055625
525,0.043875
526,0.047166
527,0.051667
528,0.043291
529,0.050916
530,0.043792
531,0.076458
532,0.052458
533,0.042083
534,0.069833
535,0.054709
536,0.047709
537,0.046125
538,0.042667
539,0.046416
540,0.039791
541,0.050375
542,0.059625
543,0.049292
544,0.047417
545,0.04475
546,0.09525
547,0.0465
548,0.046959
549,0.042125
550,0.052459
551,0.048416
552,0.043959
553,0.045375
554,0.048333
555,0.07325
556,0.058291
557,0.091208
558,0.055375
559,0.056375
560,0.057166
561,0.064541
562,0.0765
563,0.053
564,0.050125
565,0.078917
566,0.060208
567,0.082958
568,0.054917
569,0.050167
570,0.0595
571,0.046209
572,0.060042
573,0.047166
574,0.046916
575,0.084375
576,0.052125
577,0.053041
578,0.055834
579,0.049
580,0.043625
581,0.058292
582,0.048792
583,0.052125
584,0.0435
585,0.049458
586,0.048291
587,0.043666
588,0.044083
589,0.039292
590,0.070542
591,0.041542
592,0.0425
593,0.043791
594,0.049917
595,0.042084
596,0.046375
597,0.046708
598,0.0445
599,0.090375
